3;16
3;32
4;18
4;37
5;24
5;28
5;37
6;28
6;37
7;15
7;26
7;27
7;28
8;16
8;20
8;21
8;24
8;25
8;27
9;15
9;16
9;17
9;18
9;19
9;20
9;21
9;23
9;24
10;16
10;18
10;22
10;24
10;25
10;26
10;34
11;17
11;18
11;20
11;21
11;23
11;26
11;27
11;36
11;37
12;12
12;21
12;24
12;26
12;32
12;33
12;34
12;36
13;2
13;25
14;3
14;11
14;13
14;16
15;1
15;2
15;3
15;4
15;15
15;16
15;32
15;33
15;34
16;1
16;2
16;17
16;34
17;0
17;1
17;2
17;3
17;4
17;9
17;12
17;14
17;16
17;17
17;19
17;34
18;0
18;1
18;2
18;3
18;4
18;5
18;8
18;9
18;11
18;14
18;16
18;17
18;34
19;0
19;1
19;3
19;4
19;6
19;7
19;8
19;9
19;11
19;34
20;0
20;3
20;4
20;6
20;7
20;9
20;10
20;12
20;37
21;4
21;7
21;8
21;9
21;10
21;11
22;9
22;10
22;13
23;11
23;12
23;15
23;16
23;17
23;20
24;5
24;14
24;16
24;17
24;18
24;20
25;1
25;11
25;13
25;16
25;17
25;18
26;1
26;8
26;9
26;10
26;11
26;12
27;0
27;6
27;9
27;10
27;11
28;7
28;9
29;7
29;9
29;10
30;8
30;9
30;10
30;11
30;19
30;22
31;11
31;14
31;18
31;19
31;20
32;10
32;11
32;12
32;13
32;14
32;15
32;16
32;17
32;18
32;19
32;24
32;29
32;32
33;11
33;13
33;15
33;17
33;18
33;19
33;24
33;26
33;30
33;31
33;32
33;33
33;34
34;5
34;12
34;15
34;16
34;30
34;31
34;32
34;34
35;2
35;3
35;15
35;24
35;25
35;26
35;27
35;29
35;30
35;31
35;32
35;33
35;34
36;1
36;2
36;6
36;7
36;10
36;13
36;18
36;25
36;26
36;27
36;28
36;29
36;30
36;31
36;32
36;33
36;34
37;2
37;6
37;25
37;26
37;27
37;28
37;30
38;3
38;4
38;8
